word,frequency,genre
avalanch,3,country
comput,1,country
blink,1,country
y2k,1,country
stink,1,country
brink,1,country
fish,1,country
caught,2,country
suppertim,1,country
frontier,1,country
crawl,1,country
ant,1,country
upon,1,country
scare,3,country
rock,2,country
sane,2,country
bleed,2,country
belong,2,country
gal,1,country
kentucki,1,country
golucki,1,country
salli,20,country
bang,12,country
honeybunni,1,country
land,3,country
em,7,country
shed,2,country
hot,4,country
haveta,1,country
confessin,1,country
guessin,1,country
fanni,1,country
rode,1,country
willi,1,country
saw,4,country
changin,1,country
cloth,1,country
perfect,1,country
pose,1,country
apeepin,1,country
sin,1,country
laura,14,country
tommi,3,country
everyth,1,country
flower,1,country
present,1,country
stock,1,country
race,3,country
thousand,1,country
dollar,1,country
prize,1,country
phone,2,country
mother,2,country
someth,1,country
drove,2,country
youngest,1,country
driver,1,country
crow,1,country
roar,1,country
round,1,country
deadli,1,country
happen,1,country
overturn,1,country
flame,1,country
twist,1,country
wreck,1,country
breath,1,country
chapel,2,country
pass,1,country
lightli,1,country
depart,1,country
store,2,country
brown,4,country
dog,4,country
rabbit,4,country
pen,4,country
broadway,4,country
amount,4,country
acr,4,country
green,4,country
spent,2,country
studi,1,country
taken,1,country
memor,1,country
formula,1,country
b,1,country
c,1,country
wander,1,country
men,1,country
look,16,country
learn,8,country
taught,1,country
lesson,1,country
soft,1,country
pine,2,country
weep,1,country
crave,1,country
threw,1,country
scar,1,country
mar,1,country
cloud,1,country
uh,6,country
stove,1,country
burn,2,country
rave,1,country
blissful,1,country
isnt,2,country
perhap,1,country
shelter,4,country
lengthen,1,country
asleep,2,country
carri,3,country
etern,2,country
teach,10,country
cheat,10,country
bat,3,country
honkytonk,4,country
angel,4,country
finger,2,country
cheater,1,country
don’t,1,country
that’,1,country
i’m,1,country
motel,1,country
smith,1,country
jone,1,country
guilti,1,country
short,1,country
minut,1,country
werent,1,country
chair,3,country
someday,2,country
crumbl,1,country
footstep,1,country
stumbl,1,country
write,1,country
wall,1,country
pretend,1,country
miss,1,country
movi,1,country
paper,1,country
tv,1,country
armi,2,country
battl,1,country
drawn,1,country
gun,2,country
tank,1,country
dri,1,country
bad,5,country
air,1,country
acid,1,country
war,3,country
rumor,1,country
east,1,country
rumblin,2,country
beast,1,country
blood,1,country
mani,3,country
son,2,country
prophet,2,country
jesu,2,country
spoke,2,country
john,2,country
goin,4,country
missil,1,country
flight,1,country
pale,1,country
hors,1,country
desert,1,country
gettin,2,country
closer,1,country
trumpet,1,country
shout,1,country
dead,1,country
duma,7,country
walker,7,country
slaw,3,country
burger,3,country
fri,3,country
ski,3,country
drivein,1,country
saturday,1,country
sixpack,1,country
lite,1,country
pocket,5,country
rarin,1,country
shootin,1,country
marbl,2,country
pad,1,country
photogen,1,country
quick,1,country
ought,1,country
grinnin,1,country
door,2,country
king,1,country
lean,1,country
pretti,1,country
believin,1,country
hundr,1,country
histori,1,country
rich,5,country
gold,4,country
treasur,1,country
anyth,2,country
pleasur,1,country
troubl,1,country
surpris,1,country
jealou,1,country
pay,2,country
tombston,1,country
meant,1,country
easili,1,country
fear,1,country
answer,6,country
alibi,2,country
foolish,2,country
disguis,2,country
voic,3,country
act,1,country
carelessli,1,country
scatter,1,country
ash,1,country
four,2,country
blown,1,country
burt,1,country
reynold,1,country
tom,1,country
selleck,1,country
bill,1,country
pike,1,country
relic,1,country
chevrolet,1,country
smile,3,country
style,6,country
condo,1,country
panama,1,country
member,1,country
poor,1,country
boy,1,country
commite,1,country
kinda,4,country
thirti,2,country
aliv,2,country
eight,2,country
firin,2,country
ga,2,country
goldfing,2,country
joe,2,country
fashion,2,country
check,2,country
cashin,2,country
aridin,2,country
liza,7,country
jane,7,country
bodi,1,country
frame,1,country
rush,1,country
note,1,country
grown,1,country
weari,1,country
remain,1,country
sound,2,country
insan,2,country
kid,1,country
sympathi,3,country
proud,1,country
ugli,1,country
date,1,country
fine,1,country
minel,1,country
dress,1,country
okay,1,country
teasin,3,country
squeezin,3,country
gotta,4,country
heartbeatin,3,country
breathin,3,country
breathtakin,3,country
earthquakin,3,country
disagre,1,country
cook,1,country
dinner,1,country
black,1,country
mm,1,country
shimmi,1,country
quak,1,country
kick,1,country
stomp,2,country
toe,1,country
si,1,country
boot,1,country
ach,1,country
movin,1,country
aon,1,country
athre,1,country
hup,2,country
disco,7,disco
deliri,1,disco
incred,2,disco
superfici,1,disco
see,32,disco
complic,2,disco
oh,140,disco
desir,2,disco
irresist,1,disco
super,4,disco
sexi,3,disco
cute,2,disco
disast,1,disco
imposs,1,disco
special,3,disco
crazi,3,disco
delight,2,disco
sensat,1,disco
sweetest,1,disco
candi,1,disco
hand,16,disco
babi,69,disco
gimm,10,disco
heart,35,disco
love,190,disco
angel,2,disco
face,7,disco
smile,10,disco
way,24,disco
like,50,disco
style,2,disco
get,63,disco
closer,3,disco
think,20,disco
twice,3,disco
count,2,disco
ten,3,disco
take,29,disco
advic,1,disco
ask,3,disco
come,23,disco
simpli,4,disco
kiss,3,disco
say,48,disco
head,6,disco
sky,2,disco
everi,20,disco
day,22,disco
your,74,disco
walkin,1,disco
star,5,disco
look,21,disco
stop,12,disco
game,2,disco
wast,6,disco
time,49,disco
dream,10,disco
matchin,1,disco
mine,7,disco
use,14,disco
play,4,disco
hide,1,disco
n,1,disco
seek,2,disco
week,5,disco
let,15,disco
romeo,3,disco
wonder,50,disco
boy,13,disco
champ,1,disco
milki,1,disco
holiday,3,disco
follow,4,disco
sittin,3,disco
eatin,1,disco
waitin,3,disco
lover,10,disco
call,9,disco
dial,2,disco
thousand,3,disco
number,4,disco
late,2,disco
almost,1,disco
rang,1,disco
phone,4,disco
wall,1,disco
lookin,5,disco
hot,38,disco
stuff,26,disco
evenin,10,disco
need,41,disco
tonight,31,disco
want,55,disco
gotta,12,disco
anoth,16,disco
night,57,disco
wanna,62,disco
share,3,disco
warm,6,disco
blood,3,disco
bring,8,disco
wild,1,disco
man,21,disco
back,50,disco
home,7,disco
lovin,6,disco
got,56,disco
how,1,disco
bout,3,disco
littl,32,disco
gonna,26,disco
eat,3,disco
reason,2,disco
wont,23,disco
spend,1,disco
hundr,2,disco
im,89,disco
bound,1,disco
find,11,disco
somebodi,21,disco
even,2,disco
yeah,63,disco
rain,5,disco
pour,4,disco
lovelif,1,disco
bore,1,disco
tear,19,disco
year,8,disco
sunshin,3,disco
moonlight,1,disco
stardust,1,disco
sign,1,disco
romanc,1,disco
stand,4,disco
chanc,4,disco
alway,16,disco
found,19,disco
perfect,4,disco
turn,21,disco
noth,2,disco
left,8,disco
u,5,disco
ah,17,disco
enough,26,disco
put,18,disco
fill,1,disco
check,5,disco
pay,1,disco
bill,2,disco
tell,19,disco
talk,9,disco
pack,1,disco
raincoat,1,disco
show,9,disco
eye,17,disco
shout,9,disco
go,70,disco
door,15,disco
choic,3,disco
start,17,disco
listen,1,disco
apart,2,disco
ooh,68,disco
goodby,25,disco
mister,2,disco
sugar,1,disco
weve,2,disco
satisfact,3,disco
guarante,4,disco
ill,17,disco
give,23,disco
someth,11,disco
good,38,disco
ye,33,disco
believ,6,disco
know,48,disco
treat,2,disco
sound,4,disco
conceit,1,disco
ya,8,disco
make,35,disco
bet,3,disco
forget,4,disco
showtim,1,disco
feel,72,disco
dat,15,disco
danc,78,disco
diggi,4,disco
doo,5,disco
wit,15,disco
choo,15,disco
chugalug,2,disco
cut,1,disco
rug,1,disco
jitterbug,1,disco
bp,2,disco
boogi,68,disco
hey,22,disco
dig,11,disco
rhineston,1,disco
tap,1,disco
shoe,12,disco
boogaloo,30,disco
fox,2,disco
dude,1,disco
rock,18,disco
roll,5,disco
ball,1,disco
mop,1,disco
floor,3,disco
ole,2,disco
solett,1,disco
strut,1,disco
band,2,disco
jam,1,disco
hoochi,1,disco
koo,1,disco
girl,20,disco
til,7,disco
around,23,disco
room,1,disco
forev,9,disco
moment,2,disco
somehow,1,disco
came,4,disco
true,8,disco
tomorrow,5,disco
still,18,disco
caus,23,disco
life,59,disco
ever,10,disco
chang,3,disco
melt,2,disco
away,35,disco
realli,11,disco
care,17,disco
well,14,disco
togeth,9,disco
therel,7,disco
explain,1,disco
thing,9,disco
lone,9,disco
second,2,disco
magic,2,disco
nasti,1,disco
e,3,disco
una,1,disco
noch,1,disco
para,1,disco
el,3,disco
amor,2,disco
vamo,3,disco
bailar,7,disco
deep,5,disco
insid,10,disco
lie,3,disco
bodi,13,disco
burn,1,disco
everybodi,22,disco
salsa,14,disco
rhythm,10,disco
rumba,2,disco
shake,9,disco
hip,14,disco
samba,8,disco
real,2,disco
summer,2,disco
sient,2,disco
ritmo,2,disco
de,3,disco
heat,1,disco
rise,2,disco
high,28,disco
wet,1,disco
lip,1,disco
gentli,1,disco
neck,1,disco
right,19,disco
mi,6,disco
chico,1,disco
chica,1,disco
saddl,18,disco
ride,15,disco
poni,7,disco
sit,14,disco
dust,9,disco
fli,10,disco
cri,10,disco
first,8,disco
step,3,disco
longest,3,disco
wind,2,disco
blowin,3,disco
strongest,3,disco
heartbreak,12,disco
hotel,5,disco
hors,8,disco
hell,5,disco
herd,1,disco
blue,5,disco
rancho,1,disco
rauncho,1,disco
sombrero,1,disco
poncho,1,disco
stay,13,disco
troubl,1,disco
end,2,disco
rainbow,1,disco
soon,2,disco
understood,1,disco
windi,2,disco
imit,1,disco
ranger,1,disco
act,1,disco
stranger,1,disco
hard,7,disco
easili,1,disco
drown,1,disco
surround,1,disco
hit,4,disco
trail,1,disco
mistak,1,disco
trustmak,12,disco
sir,12,disco
sweep,1,disco
pain,2,disco
joy,1,disco
last,5,disco
rememb,4,disco
world,13,disco
tender,4,disco
glad,2,disco
said,32,disco
hop,6,disco
hippi,6,disco
bubba,4,disco
bang,13,disco
boobi,1,disco
beat,15,disco
hear,8,disco
test,1,disco
rappin,1,disco
groov,3,disco
friend,14,disco
tri,26,disco
move,3,disco
foot,2,disco
mike,2,disco
id,9,disco
hello,2,disco
black,1,disco
white,1,disco
red,2,disco
brown,2,disco
purpl,1,disco
yellow,1,disco
jump,3,disco
thatll,1,disco
far,5,disco
heard,6,disco
voic,3,disco
brought,1,disco
two,6,disco
along,2,disco
next,2,disco
mic,3,disco
hank,3,disco
cmon,1,disco
sing,10,disco
song,9,disco
imp,1,disco
dimp,1,disco
ladi,5,disco
pimp,1,disco
woman,9,disco
fight,7,disco
grandmast,1,disco
three,3,disco
mc,3,disco
shock,3,disco
hous,4,disco
young,6,disco
front,1,disco
freak,4,disco
spank,2,disco
bump,1,disco
sucker,2,disco
prove,1,disco
point,1,disco
treacher,1,disco
trio,1,disco
seriou,2,disco
joint,1,disco
sun,3,disco
write,1,disco
brand,3,disco
new,32,disco
rhyme,2,disco
miracl,1,disco
ceas,1,disco
creat,1,disco
devast,1,disco
masterpiec,1,disco
resist,2,disco
wa,27,disco
dark,1,disco
afternoon,1,disco
report,2,disco
interview,1,disco
stori,2,disco
fabl,1,disco
viciou,2,disco
turntabl,1,disco
ador,1,disco
damn,5,disco
guy,3,disco
casanova,1,disco
legend,1,disco
must,11,disco
what,8,disco
name,6,disco
loi,1,disco
lane,1,disco
could,16,disco
boyfriend,2,disco
sure,6,disco
quit,2,disco
superman,1,disco
fairi,2,disco
suppos,1,disco
flyin,1,disco
air,4,disco
pantyhos,1,disco
may,5,disco
suit,1,disco
finess,1,disco
whole,6,disco
across,1,disco
chest,1,disco
abl,1,disco
parti,4,disco
earli,1,disco
light,6,disco
satisfi,4,disco
worm,1,disco
bust,3,disco
sperm,1,disco
big,4,disco
ban,1,disco
everywher,3,disco
throw,5,disco
hardi,1,disco
yall,5,disco
tick,1,disco
tock,1,disco
motel,2,disco
whatcha,3,disco
today,1,disco
drive,3,disco
def,1,disco
oj,2,disco
inn,1,disco
actin,1,disco
skip,2,disco
dive,1,disco
fit,1,disco
em,11,disco
half,1,disco
rest,6,disco
master,2,disco
gee,2,disco
ter,1,disco
g,1,disco
doubl,1,disco
unforgett,1,disco
known,2,disco
foxi,2,disco
pretti,4,disco
goin,11,disco
histori,1,disco
baddest,1,disco
rapper,1,disco
feelin,3,disco
low,6,disco
gettin,1,disco
toe,1,disco
poppin,1,disco
finger,1,disco
stompin,1,disco
movin,1,disco
seat,2,disco
doin,9,disco
outta,2,disco
rockin,3,disco
derrier,1,disco
without,15,disco
sureshot,1,disco
affair,1,disco
tall,2,disco
gang,1,disco
rap,1,disco
pair,1,disco
hypnot,1,disco
singin,4,disco
onnnonnon,4,disco
onnon,4,disco
break,5,disco
dawn,2,disco
butter,2,disco
pop,6,disco
da,5,disco
dibbi,2,disco
dare,1,disco
aliv,34,disco
guess,2,disco
hunch,1,disco
bunch,1,disco
that,15,disco
okay,4,disco
keep,38,disco
stride,1,disco
wiggl,1,disco
behind,4,disco
gona,1,disco
atmospher,1,disco
kind,4,disco
mind,8,disco
tnt,1,disco
four,2,disco
acom,1,disco
agimm,1,disco
wait,6,disco
skiddleebebop,1,disco
scoobi,1,disco
america,19,disco
much,9,disco
soul,2,disco
old,7,disco
mean,6,disco
brag,1,disco
boast,1,disco
breakfast,1,disco
toast,1,disco
uniqu,1,disco
went,2,disco
food,7,disco
aint,9,disco
macaroni,1,disco
soggi,1,disco
pea,1,disco
mush,1,disco
chicken,3,disco
tast,3,disco
wood,3,disco
full,2,disco
mama,11,disco
polit,1,disco
finish,1,disco
uhuh,1,disco
bull,1,disco
pumpin,1,disco
alreadi,1,disco
ate,2,disco
plenti,1,disco
pile,1,disco
plate,2,disco
stinki,1,disco
steamin,1,disco
dreamin,1,disco
leav,14,disco
slowli,1,disco
rottin,1,disco
chees,1,disco
place,6,disco
peopl,4,disco
makin,2,disco
nauseou,1,disco
ugli,1,disco
stink,1,disco
close,3,disco
sick,1,disco
run,11,disco
store,1,disco
quick,1,disco
relief,1,disco
bottl,1,disco
kaopect,1,disco
later,2,disco
ha,24,disco
understand,5,disco
nearli,1,disco
death,3,disco
met,2,disco
someon,13,disco
els,2,disco
made,6,disco
hold,5,disco
fine,14,disco
walk,8,disco
ran,1,disco
beg,1,disco
word,11,disco
kept,3,disco
steppin,1,disco
dododo,2,disco
dododododo,1,disco
leavin,1,disco
throuough,1,disco
hurt,9,disco
emotioion,1,disco
fillin,1,disco
heaead,1,disco
frustrat,1,disco
ought,1,disco
simpl,15,disco
yeahyeahyeahyeaheah,4,disco
youou,3,disco
school,4,disco
kid,2,disco
fell,2,disco
somewher,1,disco
tiim,1,disco
might,1,disco
grown,2,disco
le,1,disco
demand,2,disco
better,10,disco
live,16,disco
truli,1,disco
though,3,disco
problem,4,disco
darl,3,disco
energi,10,disco
lift,12,disco
street,4,disco
knew,5,disco
meet,2,disco
arm,1,disco
imagin,1,disco
surpris,2,disco
thought,3,disco
happen,4,disco
tale,1,disco
whoaooh,3,disco
spirit,1,disco
other,1,disco
bless,1,disco
disguis,1,disco
touch,2,disco
thrill,2,disco
gold,2,disco
fort,1,disco
knox,1,disco
couldnt,6,disco
buy,4,disco
happi,9,disco
money,5,disco
success,1,disco
becam,2,disco
victim,1,disco
sudden,2,disco
attack,1,disco
blink,1,disco
whoa,5,disco
help,48,disco
side,5,disco
alon,19,disco
worri,4,disco
pleas,10,disco
hurri,4,disco
kepp,3,disco
die,6,disco
er,6,disco
belong,3,disco
past,1,disco
sie,4,disco
pray,2,disco
knee,1,disco
heaven,4,disco
send,1,disco
beid,2,disco
screamin,2,disco
nobodi,7,disco
allright,1,disco
badli,1,disco
derid,1,disco
outsid,1,disco
join,1,disco
evri,4,disco
gone,3,disco
ring,2,disco
bell,1,disco
knock,1,disco
seem,3,disco
anymor,4,disco
la,7,disco
fade,2,disco
goodheart,1,disco
miss,4,disco
latin,18,disco
bogota,1,disco
mexico,1,disco
panama,1,disco
montevideo,1,disco
child,5,disco
dancin,3,disco
souvenir,1,disco
caraca,1,disco
puerto,1,disco
rico,1,disco
trinidad,1,disco
rio,1,disco
lima,1,disco
santiago,1,disco
chile,1,disco
matter,2,disco
jealousi,1,disco
brain,1,disco
insan,1,disco
tiger,2,disco
teas,2,disco
slice,1,disco
sex,6,disco
forbidden,3,disco
illeg,3,disco
breath,4,disco
hour,3,disco
com,3,disco
suppous,3,disco
invest,2,disco
wrong,5,disco
tens,1,disco
tranc,1,disco
bright,1,disco
deni,1,disco
mirror,2,disco
reflect,8,disco
took,6,disco
shield,1,disco
trap,1,disco
distort,1,disco
realiti,1,disco
memori,1,disco
control,3,disco
although,1,disco
peer,1,disco
window,1,disco
lost,4,disco
yesterday,3,disco
gave,2,disco
vain,2,disco
hollow,1,disco
everyth,2,disco
hope,3,disco
trust,2,disco
born,3,disco
rais,2,disco
alabama,1,disco
farm,1,disco
rag,1,disco
folk,1,disco
patch,6,disco
papa,6,disco
cours,1,disco
hed,1,disco
done,2,disco
great,1,disco
shovel,1,disco
educ,1,disco
bad,9,disco
crop,2,disco
bare,1,disco
paid,1,disco
kick,8,disco
ground,1,disco
would,3,disco
dyin,2,disco
bed,2,disco
shoulder,2,disco
depend,6,disco
son,10,disco
pull,3,disco
famili,4,disco
pass,3,disco
told,1,disco
daddi,3,disco
strictest,1,disco
rule,1,disco
morn,2,disco
fore,1,disco
fed,1,disco
chop,3,disco
sometim,6,disco
felt,2,disco
best,12,disco
strong,9,disco
wash,1,disco
age,1,disco
thirteen,1,disco
carri,1,disco
weight,1,disco
everyday,1,disco
work,4,disco
field,1,disco
meal,1,disco
oldest,1,disco
lord,2,disco
strength,2,disco
shed,1,disco
sayin,3,disco
cure,14,disco
heartach,1,disco
wake,3,disco
medicin,4,disco
itll,11,disco
whatev,2,disco
fix,12,disco
loneli,1,disco
promis,5,disco
empti,1,disco
whenev,1,disco
alright,6,disco
strang,1,disco
vibrat,1,disco
pierc,1,disco
core,1,disco
fool,1,disco
unhappi,1,disco
anguish,1,disco
doubt,2,disco
dizzi,1,disco
hangup,1,disco
cuba,2,disco
quiero,2,disco
music,8,disco
doe,2,disco
saw,2,disco
fire,2,disco
divin,1,disco
rich,1,disco
poor,1,disco
colleg,1,disco
grade,1,disco
import,1,disco
playboy,14,disco
playtoy,7,disco
lot,5,disco
affect,2,disco
attract,2,disco
reaction,2,disco
outrag,1,disco
diamond,1,disco
plan,1,disco
hunger,2,disco
limousin,1,disco
baggi,1,disco
jean,1,disco
honest,1,disco
fanci,1,disco
yacht,1,disco
mayb,2,disco
que,5,disco
serum,5,disco
vida,5,disco
lose,6,disco
isnt,2,disco
react,1,disco
fact,4,disco
broken,2,disco
mile,1,disco
price,1,disco
ford,1,disco
royc,1,disco
afford,1,disco
reach,8,disco
pocket,2,disco
anyth,1,disco
everyon,3,disco
war,1,disco
noon,2,disco
kill,2,disco
mani,16,disco
montagu,3,disco
speak,4,disco
villain,2,disco
foe,2,disco
capulet,3,disco
expect,2,disco
sweet,3,disco
part,2,disco
sorrow,2,disco
juliet,2,disco
boo,8,disco
dyer,2,disco
flash,2,disco
meat,1,disco
pretend,1,disco
dead,2,disco
cart,1,disco
tasti,2,disco
evryth,2,disco
wallpap,1,disco
sock,1,disco
match,1,disco
babababack,1,disco
bababack,1,disco
ooo,3,disco
ooooh,1,disco
jama,6,disco
measur,2,disco
dimens,2,disco
figur,2,disco
sho,2,disco
nuff,2,disco
payin,2,disco
attent,2,disco
poetri,2,disco
motion,3,disco
beauti,4,disco
sight,2,disco
excit,2,disco
view,2,disco
anatomi,2,disco
built,5,disco
stack,5,disco
curv,5,disco
men,17,disco
essenc,1,disco
hair,1,disco
classi,1,disco
sassi,1,disco
heavenli,1,disco
wee,1,disco
woo,2,disco
hoo,1,disco
na,4,disco
repeat,1,disco
x,1,disco
open,5,disco
fast,5,disco
choos,4,disco
settl,2,disco
sell,1,disco
physic,1,disco
muscl,1,disco
taken,2,disco
fiftytwo,2,disco
prais,1,disco
piti,1,disco
drum,1,disco
nois,1,disco
sparkl,1,disco
bangl,1,disco
differ,1,disco
angl,1,disco
sham,1,disco
till,3,disco
excus,2,disco
deal,3,disco
deck,2,disco
ace,2,disco
deuc,2,disco
return,2,disco
deposit,2,disco
closet,2,disco
worth,2,disco
worthi,2,disco
deserv,22,disco
encor,22,disco
movi,1,disco
broadway,4,disco
ticket,2,disco
rave,1,disco
review,1,disco
sold,1,disco
captiv,1,disco
audienc,1,disco
perform,1,disco
gentl,1,disco
intens,1,disco
nut,1,disco
mmm,1,disco
talkin,3,disco
shadow,2,disco
meant,1,disco
sad,10,disco
awak,1,disco
grant,1,disco
im…,1,disco
york,10,disco
runnin,3,disco
citi,8,disco
grew,2,disco
ridin,1,disco
subway,1,disco
harlem,1,disco
tramp,1,disco
taxicab,1,disco
curb,1,disco
drop,2,disco
east,1,disco
83rd,1,disco
nativ,22,disco
yorker,13,disco
score,5,disco
findin,1,disco
searchin,2,disco
set,2,disco
free,2,disco
ohohoh,1,disco
comin,1,disco
color,1,disco
wholeheartedli,2,disco
messag,2,disco
brother,8,disco
spread,1,disco
teach,1,disco
hate,2,disco
healthi,1,disco
strife,1,disco
shine,1,disco
salvat,1,disco
near,2,disco
sister,1,disco
news,1,disco
march,1,disco
holdin,9,disco
town,5,disco
higher,1,disco
tight,1,disco
afraid,1,disco
petrifi,1,disco
spent,3,disco
learn,1,disco
outer,1,disco
space,1,disco
upon,1,disco
stupid,1,disco
lock,4,disco
key,3,disco
bother,1,disco
welcom,3,disco
werent,3,disco
crumbl,3,disco
lay,4,disco
surviv,10,disco
long,3,disco
fall,1,disco
mend,1,disco
piec,1,disco
ohso,1,disco
sorri,1,disco
chainedup,1,disco
person,1,disco
save,1,disco
hang,1,disco
crowd,1,disco
busi,1,disco
loud,3,disco
bought,1,disco
swear,1,disco
sent,1,disco
chick,1,disco
truth,3,disco
dirti,7,disco
lowdown,6,disco
taught,1,disco
idea,2,disco
nothin,2,disco
handl,1,disco
tabl,1,disco
schoolboy,1,disco
mess,3,disco
cold,1,disco
dog,2,disco
exist,1,disco
jone,3,disco
ohh,1,disco
thinkin,2,disco
asham,1,disco
sinc,2,disco
effect,3,disco
whether,6,disco
mother,3,disco
stayin,26,disco
breakin,3,disco
shakin,3,disco
either,1,disco
wing,1,disco
nowher,10,disco
bear,1,disco
singasong,8,disco
retriev,1,disco
ok,6,disco
smart,5,disco
address,1,disco
complain,1,disco
supergirl,2,disco
marri,1,disco
eight,1,disco
midnight,1,disco
shape,1,disco
greatest,1,disco
strawberri,1,disco
sunday,1,disco
campselyse,1,disco
easier,2,disco
clown,1,disco
confess,4,disco
deputi,15,disco
list,1,disco
hunt,1,disco
theyr,3,disco
danger,1,disco
buck,1,disco
bronco,1,disco
clever,1,disco
chase,2,disco
tail,2,disco
anyway,2,disco
eww,2,disco
shut,2,disco
bip,8,disco
ba,2,disco
lilalip,2,disco
guard,1,disco
twenti,1,disco
train,1,disco
hotter,1,disco
danceyour,1,disco
favorit,1,disco
uh,3,disco
huh,3,disco
kungfu,4,disco
lightn,4,disco
bit,3,disco
frighten,3,disco
fought,2,disco
expert,4,disco
funki,3,disco
chinaman,1,disco
chinatown,1,disco
ancient,1,disco
chines,1,disco
art,1,disco
feint,1,disco
slip,1,disco
billi,1,disco
chin,1,disco
sammi,1,disco
chung,1,disco
bo,1,disco
bow,1,disco
swing,1,disco
trip,1,disco
year,7,hiphop
2g,1,hiphop
rap,15,hiphop
game,12,hiphop
chang,13,hiphop
name,25,hiphop
jewelz,2,hiphop
aim,2,hiphop
slain,1,hiphop
anyth,32,hiphop
plane,1,hiphop
remain,3,hiphop
found,5,hiphop
best,15,hiphop
kept,2,hiphop
secret,4,hiphop
get,173,hiphop
heat,5,hiphop
went,13,hiphop
platinum,5,hiphop
wit,44,hiphop
ghost,2,hiphop
writer,1,hiphop
cheat,2,hiphop
slang,3,hiphop
bang,6,hiphop
need,20,hiphop
man,67,hiphop
enuff,2,hiphop
pull,9,hiphop
gun,10,hiphop
squeez,5,hiphop
gunshot,1,hiphop
die,15,hiphop
believ,7,hiphop
million,7,hiphop
ima,9,hiphop
hat,3,hiphop
hardcor,5,hiphop
niggaz,12,hiphop
fuck,31,hiphop
rest,7,hiphop
guess,2,hiphop
yall,66,hiphop
useless,1,hiphop
talkin,4,hiphop
music,16,hiphop
mistak,1,hiphop
fake,6,hiphop
mc,20,hiphop
got,225,hiphop
wrong,11,hiphop
idea,1,hiphop
nigga,62,hiphop
im,199,hiphop
ct,1,hiphop
fool,7,hiphop
murder,4,hiphop
second,2,hiphop
first,31,hiphop
degre,1,hiphop
come,68,hiphop
faggot,1,hiphop
tendaci,1,hiphop
sleepin,2,hiphop
maggot,1,hiphop
aint,48,hiphop
nuthin,2,hiphop
kinda,4,hiphop
use,21,hiphop
beef,11,hiphop
actual,1,hiphop
rais,3,hiphop
automat,1,hiphop
wont,40,hiphop
catch,9,hiphop
victim,3,hiphop
casualti,1,hiphop
dynasti,2,hiphop
raider,2,hiphop
hit,27,hiphop
va,3,hiphop
summertim,1,hiphop
ten,1,hiphop
bentley,2,hiphop
line,7,hiphop
gat,6,hiphop
hand,23,hiphop
twin,1,hiphop
45,1,hiphop
mine,17,hiphop
sniper,2,hiphop
hittin,2,hiphop
long,17,hiphop
distanc,2,hiphop
rate,4,hiphop
son,3,hiphop
daughter,2,hiphop
order,3,hiphop
floatin,1,hiphop
water,2,hiphop
bad,15,hiphop
news,6,hiphop
home,7,hiphop
luv,1,hiphop
ol,4,hiphop
school,9,hiphop
jail,2,hiphop
tryin,4,hiphop
u,29,hiphop
even,13,hiphop
tri,48,hiphop
blaze,6,hiphop
couldnt,9,hiphop
graze,1,hiphop
see,55,hiphop
dem,2,hiphop
bitch,21,hiphop
azz,1,hiphop
killin,3,hiphop
amaz,3,hiphop
slobbin,1,hiphop
spittin,1,hiphop
mouf,2,hiphop
full,9,hiphop
rage,3,hiphop
di,5,hiphop
jewel,2,hiphop
representin,1,hiphop
yo,79,hiphop
homi,2,hiphop
say,83,hiphop
dat,6,hiphop
shit,51,hiphop
everybodi,17,hiphop
stay,12,hiphop
fli,16,hiphop
money,11,hiphop
kill,7,hiphop
plain,2,hiphop
view,5,hiphop
rich,7,hiphop
finest,1,hiphop
fillin,1,hiphop
ditch,1,hiphop
turn,16,hiphop
zero,1,hiphop
digit,1,hiphop
giant,2,hiphop
midget,1,hiphop
know,96,hiphop
killaz,1,hiphop
fee,4,hiphop
thatll,2,hiphop
free,8,hiphop
wanna,34,hiphop
fast,4,hiphop
slowli,3,hiphop
roli,2,hiphop
slow,22,hiphop
poli,1,hiphop
bought,1,hiphop
wa,63,hiphop
weak,4,hiphop
trash,2,hiphop
owe,1,hiphop
knockin,1,hiphop
ju,1,hiphop
gon,23,hiphop
bust,23,hiphop
motherfuck,8,hiphop
takin,2,hiphop
that,52,hiphop
right,32,hiphop
lust,2,hiphop
ak,1,hiphop
rifl,1,hiphop
nine,7,hiphop
physiqu,1,hiphop
crew,11,hiphop
thick,2,hiphop
design,4,hiphop
shine,10,hiphop
time,69,hiphop
sweet,10,hiphop
mystiqu,1,hiphop
eat,5,hiphop
sleep,3,hiphop
beat,74,hiphop
meat,3,hiphop
reachin,1,hiphop
fo,3,hiphop
leav,7,hiphop
leakin,1,hiphop
da,9,hiphop
street,18,hiphop
screamin,1,hiphop
good,19,hiphop
boy,17,hiphop
ever,17,hiphop
sinc,3,hiphop
born,7,hiphop
life,17,hiphop
must,16,hiphop
go,94,hiphop
live,23,hiphop
hoe,8,hiphop
wig,5,hiphop
think,38,hiphop
head,15,hiphop
strong,7,hiphop
hollerin,1,hiphop
dead,5,hiphop
song,14,hiphop
type,5,hiphop
murda,1,hiphop
hook,5,hiphop
forti,2,hiphop
fuckin,7,hiphop
bar,10,hiphop
crook,1,hiphop
yomi,1,hiphop
dj,16,hiphop
cut,18,hiphop
comin,6,hiphop
limerick,1,hiphop
rhythm,12,hiphop
