word,frequency,genre
clown,1,disco
comin,1,disco
air,4,disco
color,1,disco
wholeheartedli,2,disco
messag,2,disco
twice,3,disco
spread,1,disco
teach,1,disco
hate,2,disco
death,3,disco
place,6,disco
healthi,1,disco
strife,1,disco
shine,1,disco
salvat,1,disco
near,2,disco
sister,1,disco
news,1,disco
march,1,disco
hop,6,disco
hippi,6,disco
stop,12,disco
rock,18,disco
bubba,4,disco
bang,13,disco
boobi,1,disco
beat,15,disco
test,1,disco
rappin,1,disco
move,3,disco
foot,2,disco
mike,2,disco
black,1,disco
white,1,disco
red,2,disco
brown,2,disco
purpl,1,disco
yellow,1,disco
jump,3,disco
thatll,1,disco
brought,1,disco
mic,3,disco
hank,3,disco
cmon,1,disco
imp,1,disco
dimp,1,disco
pimp,1,disco
grandmast,1,disco
three,3,disco
mc,3,disco
shock,3,disco
young,6,disco
front,1,disco
freak,4,disco
spank,2,disco
bump,1,disco
sucker,2,disco
prove,1,disco
point,1,disco
treacher,1,disco
trio,1,disco
joint,1,disco
write,1,disco
rhyme,2,disco
miracl,1,disco
ceas,1,disco
creat,1,disco
devast,1,disco
masterpiec,1,disco
resist,2,disco
dark,1,disco
afternoon,1,disco
report,2,disco
interview,1,disco
stori,2,disco
fabl,1,disco
viciou,2,disco
turntabl,1,disco
ador,1,disco
damn,5,disco
casanova,1,disco
legend,1,disco
name,6,disco
loi,1,disco
lane,1,disco
boyfriend,2,disco
superman,1,disco
suppos,1,disco
flyin,1,disco
pantyhos,1,disco
suit,1,disco
finess,1,disco
across,1,disco
chest,1,disco
abl,1,disco
parti,4,disco
earli,1,disco
worm,1,disco
bust,3,disco
sperm,1,disco
ban,1,disco
throw,5,disco
hardi,1,disco
yall,5,disco
tick,1,disco
tock,1,disco
motel,2,disco
whatcha,3,disco
today,1,disco
def,1,disco
oj,2,disco
holiday,3,disco
inn,1,disco
actin,1,disco
dive,1,disco
fit,1,disco
em,11,disco
half,1,disco
master,2,disco
gee,2,disco
ter,1,disco
g,1,disco
doubl,1,disco
unforgett,1,disco
histori,1,disco
baddest,1,disco
rapper,1,disco
gettin,1,disco
toe,1,disco
poppin,1,disco
finger,1,disco
stompin,1,disco
movin,1,disco
seat,2,disco
doin,9,disco
outta,2,disco
rockin,3,disco
derrier,1,disco
sureshot,1,disco
affair,1,disco
tall,2,disco
gang,1,disco
rap,1,disco
pair,1,disco
hypnot,1,disco
singin,4,disco
onnnonnon,4,disco
onnon,4,disco
dawn,2,disco
butter,2,disco
pop,6,disco
da,5,disco
dibbi,2,disco
dare,1,disco
guess,2,disco
hunch,1,disco
bunch,1,disco
stride,1,disco
wiggl,1,disco
floor,3,disco
gona,1,disco
atmospher,1,disco
kind,4,disco
tnt,1,disco
four,2,disco
acom,1,disco
agimm,1,disco
guarante,4,disco
skiddleebebop,1,disco
scoobi,1,disco
doo,5,disco
brag,1,disco
boast,1,disco
breakfast,1,disco
toast,1,disco
uniqu,1,disco
macaroni,1,disco
soggi,1,disco
pea,1,disco
mush,1,disco
polit,1,disco
finish,1,disco
uhuh,1,disco
bull,1,disco
pumpin,1,disco
alreadi,1,disco
ate,2,disco
plenti,1,disco
pile,1,disco
plate,2,disco
stinki,1,disco
steamin,1,disco
dreamin,1,disco
slowli,1,disco
rottin,1,disco
chees,1,disco
nauseou,1,disco
ugli,1,disco
stink,1,disco
sick,1,disco
store,1,disco
quick,1,disco
relief,1,disco
bottl,1,disco
kaopect,1,disco
cure,14,disco
heartach,1,disco
medicin,4,disco
whatev,2,disco
fix,12,disco
loneli,1,disco
empti,1,disco
whenev,1,disco
sky,2,disco
confess,4,disco
deputi,15,disco
ten,3,disco
list,1,disco
hunt,1,disco
theyr,3,disco
danger,1,disco
buck,1,disco
bronco,1,disco
clever,1,disco
fox,2,disco
chase,2,disco
tail,2,disco
anyway,2,disco
eww,2,disco
shut,2,disco
bip,8,disco
ba,2,disco
lilalip,2,disco
guard,1,disco
twenti,1,disco
train,1,disco
hotter,1,disco
danceyour,1,disco
higher,1,disco
fire,2,disco
settl,2,disco
tight,1,disco
deal,3,disco
prais,1,disco
piti,1,disco
drum,1,disco
nois,1,disco
sparkl,1,disco
bangl,1,disco
differ,1,disco
angl,1,disco
sham,1,disco
till,3,disco
excus,2,disco
deck,2,disco
ace,2,disco
deuc,2,disco
return,2,disco
deposit,2,disco
closet,2,disco
worth,2,disco
belong,3,disco
worthi,2,disco
satisfact,3,disco
conceit,1,disco
choos,4,disco
sell,1,disco
physic,1,disco
muscl,1,disco
taken,2,disco
fiftytwo,2,disco
nearli,1,disco
ran,1,disco
beg,1,disco
steppin,1,disco
dododo,2,disco
dododododo,1,disco
montagu,3,disco
speak,4,disco
villain,2,disco
foe,2,disco
capulet,3,disco
sweet,3,disco
romeo,3,disco
sorrow,2,disco
juliet,2,disco
pleas,10,disco
cuba,2,disco
quiero,2,disco
la,7,disco
nobodi,7,disco
doe,2,disco
saw,2,disco
divin,1,disco
advic,1,disco
walkin,1,disco
matchin,1,disco
hide,1,disco
n,1,disco
seek,2,disco
champ,1,disco
milki,1,disco
follow,4,disco
showtim,1,disco
dat,15,disco
diggi,4,disco
wit,15,disco
choo,15,disco
chugalug,2,disco
cut,1,disco
rug,1,disco
jitterbug,1,disco
bp,2,disco
rhineston,1,disco
tap,1,disco
dude,1,disco
ball,1,disco
mop,1,disco
ole,2,disco
solett,1,disco
strut,1,disco
band,2,disco
jam,1,disco
hoochi,1,disco
koo,1,disco
room,1,disco
worri,4,disco
hurri,4,disco
kepp,3,disco
er,6,disco
past,1,disco
sie,4,disco
knee,1,disco
send,1,disco
beid,2,disco
screamin,2,disco
allright,1,disco
badli,1,disco
derid,1,disco
outsid,1,disco
join,1,disco
bell,1,disco
knock,1,disco
holdin,9,disco
kick,87,hiphop
ye,66,hiphop
well,68,hiphop
im,343,hiphop
gone,16,hiphop
go,228,hiphop
peopl,80,hiphop
quest,27,hiphop
like,430,hiphop
tribe,18,hiphop
doe,8,hiphop
realli,36,hiphop
know,220,hiphop
live,47,hiphop
wa,137,hiphop
comprehend,2,hiphop
track,20,hiphop
cuz,12,hiphop
get,411,hiphop
measur,3,hiphop
tip,33,hiphop
viber,2,hiphop
rock,71,hiphop
roll,29,hiphop
beat,87,hiphop
funk,11,hiphop
fuzz,3,hiphop
wipe,2,hiphop
foot,21,hiphop
good,47,hiphop
rhythm,28,hiphop
rug,4,hiphop
feel,45,hiphop
urg,2,hiphop
freak,27,hiphop
jitterbug,2,hiphop
come,180,hiphop
spread,5,hiphop
arm,10,hiphop
need,55,hiphop
hug,3,hiphop
afrocentr,3,hiphop
big,24,hiphop
shrug,2,hiphop
life,42,hiphop
fill,8,hiphop
fun,10,hiphop
that,86,hiphop
love,100,hiphop
lower,3,hiphop
plateau,2,hiphop
di,10,hiphop
u,57,hiphop
wont,58,hiphop
even,32,hiphop
think,73,hiphop
nipper,2,hiphop
doggi,2,hiphop
give,70,hiphop
shove,3,hiphop
fit,10,hiphop
snug,2,hiphop
glove,2,hiphop
box,9,hiphop
posit,8,hiphop
plu,10,hiphop
fli,22,hiphop
high,37,hiphop
dove,2,hiphop
flow,35,hiphop
layer,3,hiphop
right,60,hiphop
phife,33,hiphop
poem,2,hiphop
sayer,4,hiphop
time,132,hiphop
studio,4,hiphop
conveyor,2,hiphop
mr,11,hiphop
dinkin,2,hiphop
would,26,hiphop
pleas,62,hiphop
mayor,2,hiphop
favor,5,hiphop
boy,37,hiphop
ha,36,hiphop
lot,17,hiphop
flavor,8,hiphop
savior,4,hiphop
follow,4,hiphop
funki,82,hiphop
behavior,2,hiphop
make,291,hiphop
note,7,hiphop
gave,16,hiphop
ya,101,hiphop
free,11,hiphop
drop,22,hiphop
pant,6,hiphop
check,99,hiphop
hair,11,hiphop
garment,2,hiphop
wear,16,hiphop
instruct,2,hiphop
obey,2,hiphop
recip,2,hiphop
savor,2,hiphop
doesnt,7,hiphop
matter,17,hiphop
your,69,hiphop
minor,2,hiphop
major,4,hiphop
game,21,hiphop
player,3,hiphop
inhal,6,hiphop
breath,6,hiphop
fresh,11,hiphop
airrelax,1,hiphop
girl,87,hiphop
settl,26,hiphop
relax,27,hiphop
honey,3,hiphop
got,343,hiphop
mesmer,2,hiphop
black,52,hiphop
fatass,2,hiphop
thigh,2,hiphop
street,30,hiphop
poetri,2,hiphop
everyday,3,hiphop
yo,167,hiphop
gotta,89,hiphop
stop,48,hiphop
trot,2,hiphop
way,43,hiphop
work,28,hiphop
club,9,hiphop
pay,50,hiphop
hey,77,hiphop
man,145,hiphop
diggi,2,hiphop
someth,14,hiphop
say,153,hiphop
em,48,hiphop
brown,13,hiphop
yellow,2,hiphop
puero,2,hiphop
rican,2,hiphop
haitian,2,hiphop
name,39,hiphop
dawg,8,hiphop
zulu,6,hiphop
nation,14,hiphop
told,13,hiphop
jam,16,hiphop
let,175,hiphop
knock,7,hiphop
boot,7,hiphop
group,8,hiphop
htown,2,hiphop
bbd,2,hiphop
bedroom,3,hiphop
wall,10,hiphop
rim,4,hiphop
ball,9,hiphop
pretti,2,hiphop
littl,57,hiphop
new,40,hiphop
york,11,hiphop
repres,10,hiphop
talk,24,hiphop
bout,11,hiphop
took,13,hiphop
sex,6,hiphop
mind,44,hiphop
whole,24,hiphop
damn,26,hiphop
rout,3,hiphop
frenzi,3,hiphop
horni,5,hiphop
state,4,hiphop
couldnt,15,hiphop
dime,6,hiphop
caus,200,hiphop
relat,2,hiphop
stretch,2,hiphop
leg,18,hiphop
bawl,2,hiphop
drive,14,hiphop
insan,7,hiphop
stare,6,hiphop
domepiec,2,hiphop
strong,15,hiphop
stronger,7,hiphop
pride,4,hiphop
teflon,2,hiphop
take,105,hiphop
ave,14,hiphop
buy,7,hiphop
link,3,hiphop
wanna,56,hiphop
pound,11,hiphop
putang,2,hiphop
stink,3,hiphop
mama,10,hiphop
ill,93,hiphop
origin,7,hiphop
rude,5,hiphop
coy,2,hiphop
shorti,22,hiphop
convoy,2,hiphop
across,9,hiphop
thug,27,hiphop
hood,10,hiphop
hon,4,hiphop
madelin,2,hiphop
wood,2,hiphop
malik,2,hiphop
fivefoot,2,hiphop
togeth,32,hiphop
end,13,hiphop
week,6,hiphop
simpli,6,hiphop
said,68,hiphop
label,3,hiphop
hoe,12,hiphop
figur,13,hiphop
friend,24,hiphop
hate,14,hiphop
silli,7,hiphop
groupi,4,hiphop
run,36,hiphop
yap,2,hiphop
word,37,hiphop
god,35,hiphop
weak,6,hiphop
knee,4,hiphop
could,34,hiphop
hardli,2,hiphop
speak,9,hiphop
uncl,4,hiphop
l,3,hiphop
swing,8,hiphop
ep,2,hiphop
jeep,2,hiphop
keep,78,hiphop
discret,2,hiphop
see,106,hiphop
type,15,hiphop
kid,63,hiphop
biz,11,hiphop
mom,9,hiphop
approv,2,hiphop
elop,3,hiphop
sink,3,hiphop
insid,19,hiphop
boat,5,hiphop
hit,100,hiphop
back,227,hiphop
catch,15,hiphop
hernia,2,hiphop
bust,32,hiphop
couch,4,hiphop
seaman,2,hiphop
furnitur,3,hiphop
shahe,13,hiphop
extra,6,hiphop
p,4,hiphop
staci,2,hiphop
dj,32,hiphop
lg,2,hiphop
abstract,15,hiphop
soul,27,hiphop
ice,10,hiphop
charact,2,hiphop
men,7,hiphop
ever,26,hiphop
mous,2,hiphop
tell,53,hiphop
vice,3,hiphop
aint,129,hiphop
noth,16,hiphop
nice,32,hiphop
downbrass,1,hiphop
monkey,57,hiphop
brass,32,hiphop
junki,20,hiphop
danc,32,hiphop
real,59,hiphop
drink,19,hiphop
put,109,hiphop
left,32,hiphop
tilt,2,hiphop
head,33,hiphop
finish,3,hiphop
cup,8,hiphop
mca,10,hiphop
bottl,6,hiphop
adrock,12,hiphop
charli,4,hiphop
chan,2,hiphop
offer,6,hiphop
moet,2,hiphop
chiva,2,hiphop
wherev,2,hiphop
bring,28,hiphop
three,25,hiphop
mike,32,hiphop
doubl,4,hiphop
r,3,hiphop
bill,31,hiphop
definit,2,hiphop
castl,3,hiphop
brooklyn,8,hiphop
dwell,3,hiphop
anytim,2,hiphop
anyplac,2,hiphop
pour,6,hiphop
face,27,hiphop
tast,4,hiphop
def,8,hiphop
yall,124,hiphop
coolin,2,hiphop
locker,4,hiphop
kind,10,hiphop
crew,20,hiphop
walk,24,hiphop
eye,17,hiphop
reach,8,hiphop
grab,17,hiphop
spanish,4,hiphop
mix,21,hiphop
went,19,hiphop
babi,59,hiphop
what,48,hiphop
sip,10,hiphop
lip,15,hiphop
begin,6,hiphop
stuff,6,hiphop
wore,2,hiphop
step,51,hiphop
bar,13,hiphop
gulp,4,hiphop
slap,5,hiphop
around,106,hiphop
case,11,hiphop
place,42,hiphop
dri,4,hiphop
martini,2,hiphop
cool,6,hiphop
smack,7,hiphop
stool,2,hiphop
dog,14,hiphop
singl,6,hiphop
beef,13,hiphop
pulp,2,hiphop
parti,38,hiphop
reelin,2,hiphop
rockin,11,hiphop
jockin,2,hiphop
song,28,hiphop
tranc,2,hiphop
record,35,hiphop
advanc,2,hiphop
everybodi,25,hiphop
fff,2,hiphop
monkeyleft,1,hiphop
wallet,17,hiphop
el,18,hiphop
segundo,16,hiphop
gotgot,3,hiphop
ta,6,hiphop
mother,17,hiphop
away,28,hiphop
monthlong,1,hiphop
trip,3,hiphop
oceanlin,1,hiphop
ship,3,hiphop
made,18,hiphop
mistak,2,hiphop
leav,15,hiphop
home,17,hiphop
roam,2,hiphop
pick,7,hiphop
phone,7,hiphop
dial,7,hiphop
ali,13,hiphop
dodg,1,hiphop
dart,4,hiphop
yard,1,hiphop
cover,6,hiphop
hundr,6,hiphop
greenback,1,hiphop
drove,2,hiphop
belt,3,hiphop
conduit,1,hiphop
came,14,hiphop
toll,1,hiphop
paid,12,hiphop
destin,1,hiphop
laid,5,hiphop
rest,12,hiphop
road,3,hiphop
twodaysandahalf,1,hiphop
sun,6,hiphop
risen,1,hiphop
dusti,2,hiphop
path,9,hiphop
caught,15,hiphop
sombrero,1,hiphop
four,9,hiphop
pull,17,hiphop
ask,15,hiphop
index,1,hiphop
finger,8,hiphop
hat,5,hiphop
pedro,1,hiphop
direct,4,hiphop
pronto,1,hiphop
civil,1,hiphop
sort,1,hiphop
reserv,1,hiphop
mile,8,hiphop
south,8,hiphop
fast,9,hiphop
food,2,hiphop
station,7,hiphop
thank,11,hiphop
senor,1,hiphop
start,29,hiphop
motor,1,hiphop
far,8,hiphop
anyway,2,hiphop
ga,4,hiphop
pass,4,hiphop
grub,1,hiphop
pub,4,hiphop
middl,6,hiphop
nowher,2,hiphop
anywher,1,hiphop
better,20,hiphop
order,8,hiphop
enchilada,1,hiphop
ate,1,hiphop
fruit,6,hiphop
punch,3,hiphop
thought,24,hiphop
hunch,1,hiphop
lunch,1,hiphop
saw,5,hiphop
wick,2,hiphop
beauti,2,hiphop
ladi,23,hiphop
waitress,1,hiphop
realiti,3,hiphop
key,9,hiphop
forget,21,hiphop
prop,1,hiphop
number,16,hiphop
jimmi,8,hiphop
lord,10,hiphop
merci,1,hiphop
heat,8,hiphop
hotter,2,hiphop
star,10,hiphop
curs,3,hiphop
fell,2,hiphop
bad,27,hiphop
badder,1,hiphop
chitchitchatt,1,hiphop
car,12,hiphop
scatter,2,hiphop
break,24,hiphop
northeast,1,hiphop
bound,2,hiphop
jettin,1,hiphop
speed,4,hiphop
sound,41,hiphop
day,52,hiphop
slack,2,hiphop
madison,1,hiphop
sha,2,hiphop
tomorrow,1,hiphop
past,10,hiphop
last,13,hiphop
hand,47,hiphop
pocket,10,hiphop
hop,9,hiphop
torpe,1,hiphop
shack,2,hiphop
ee,1,hiphop
yeah,176,hiphop
gocan,1,hiphop
airhey,1,hiphop
sucka,21,hiphop
nigga,116,hiphop
whoever,4,hiphop
turn,33,hiphop
muhammad,21,hiphop
everyth,13,hiphop
headphon,2,hiphop
lose,5,hiphop
vocal,2,hiphop
bit,5,hiphop
upper,3,hiphop
bass,17,hiphop
line,11,hiphop
mc,32,hiphop
pose,1,hiphop
hard,23,hiphop
card,4,hiphop
rhymewis,2,hiphop
eight,9,hiphop
concis,2,hiphop
music,28,hiphop
herb,12,hiphop
sit,20,hiphop
light,11,hiphop
style,44,hiphop
kinda,7,hiphop
fat,15,hiphop
reminisc,3,hiphop
whale,3,hiphop
young,14,hiphop
desir,6,hiphop
femal,4,hiphop
dream,24,hiphop
poetic,3,hiphop
queen,7,hiphop
social,5,hiphop
white,21,hiphop
glad,6,hiphop
first,42,hiphop
use,36,hiphop
deep,10,hiphop
fall,12,hiphop
dome,5,hiphop
mouth,6,hiphop
mean,29,hiphop
grow,5,hiphop
dummi,3,hiphop
commun,8,hiphop
crummi,2,hiphop
neither,2,hiphop
youth,7,hiphop
embrac,3,hiphop
advers,4,hiphop
race,10,hiphop
term,4,hiphop
endear,1,hiphop
bug,9,hiphop
fear,10,hiphop
bunch,3,hiphop
throw,17,hiphop
rhyme,104,hiphop
flinch,2,hiphop
tri,88,hiphop
oowop,6,hiphop
spray,7,hiphop
front,21,hiphop
neonigga,1,hiphop
nineti,2,hiphop
cmon,13,hiphop
hatin,1,hiphop
posin,1,hiphop
representin,2,hiphop
fuck,44,hiphop
outta,5,hiphop
hereintergalact,1,hiphop
planetari,29,hiphop
intergalact,28,hiphop
anoth,45,hiphop
dimens,23,hiphop
smile,3,hiphop
stick,10,hiphop
worth,3,hiphop
beyond,3,hiphop
mayb,6,hiphop
versatil,1,hiphop
profil,1,hiphop
alway,26,hiphop
hear,31,hiphop
ooh,7,hiphop
child,11,hiphop
hudson,1,hiphop
river,3,hiphop
nile,1,hiphop
marathon,2,hiphop
battl,12,hiphop
revil,1,hiphop
sayin,3,hiphop
wild,3,hiphop
gall,2,hiphop
guil,1,hiphop
rapophil,1,hiphop
want,127,hiphop
denial,1,hiphop
comin,15,hiphop
uranu,1,hiphop
ahead,1,hiphop
trial,1,hiphop
cast,3,hiphop
exil,1,hiphop
jazz,12,hiphop
awol,1,hiphop
team,11,hiphop
disrupt,1,hiphop
scene,1,hiphop
fiend,4,hiphop
sugar,3,hiphop
coffe,1,hiphop
cream,12,hiphop
full,16,hiphop
steam,1,hiphop
sweet,11,hiphop
sour,4,hiphop
toughguy,1,hiphop
keen,1,hiphop
chang,20,hiphop
world,30,hiphop
plot,2,hiphop
scheme,3,hiphop
mario,13,hiphop
c,5,hiphop
clean,13,hiphop
gonna,193,hiphop
shine,12,hiphop
sunbeam,1,hiphop
rappin,1,hiphop
moe,2,hiphop
dee,1,hiphop
theme,3,hiphop
envi,2,hiphop
green,15,hiphop
jealou,3,hiphop
routin,13,hiphop
galaxi,1,hiphop
famili,6,hiphop
tree,5,hiphop
old,15,hiphop
school,10,hiphop
hiphop,18,hiphop
shoe,8,hiphop
sock,1,hiphop
pox,1,hiphop
loud,7,hiphop
electr,2,hiphop
shock,5,hiphop
known,16,hiphop
wop,3,hiphop
also,10,hiphop
flintston,2,hiphop
flop,1,hiphop
tammi,1,hiphop
crop,1,hiphop
beasti,5,hiphop
mmm,5,hiphop
wrote,3,hiphop
graffiti,1,hiphop
slop,2,hiphop
rap,22,hiphop
soup,3,hiphop
stock,2,hiphop
tabl,2,hiphop
chop,1,hiphop
lumberjack,1,hiphop
mock,2,hiphop
stir,3,hiphop
fri,8,hiphop
wok,1,hiphop
kneesll,1,hiphop
shakin,2,hiphop
pop,13,hiphop
pinch,2,hiphop
neck,9,hiphop
spock,1,hiphop
dimensionw,1,hiphop
award,19,hiphop
tour,17,hiphop
everi,58,hiphop
mic,56,hiphop
nj,4,hiphop
nc,6,hiphop
va,4,hiphop
oaktown,2,hiphop
la,12,hiphop
san,2,hiphop
fran,2,hiphop
st,4,hiphop
john,8,hiphop
ear,16,hiphop
sublim,2,hiphop
enjoy,2,hiphop
concubin,2,hiphop
coat,2,hiphop
act,19,hiphop
gem,2,hiphop
indian,3,hiphop
recit,2,hiphop
hymn,2,hiphop
lyric,16,hiphop
andretti,3,hiphop
momo,2,hiphop
ludicr,2,hiphop
speedi,2,hiphop
infecti,2,hiphop
slowmo,2,hiphop
heard,28,hiphop
eighti,4,hiphop
j,3,hiphop
beez,6,hiphop
promo,2,hiphop
paper,6,hiphop
caper,2,hiphop
side,20,hiphop
residenti,2,hiphop
quester,3,hiphop
invad,4,hiphop
hold,31,hiphop
second,5,hiphop
son,8,hiphop
almost,2,hiphop
blue,11,hiphop
crap,2,hiphop
shit,80,hiphop
univers,2,hiphop
knowledg,5,hiphop
dolo,2,hiphop
delf,2,hiphop
self,6,hiphop
els,7,hiphop
angl,2,hiphop
acut,2,hiphop
thatcom,2,hiphop
thatok,2,hiphop
wettin,2,hiphop
niggaz,21,hiphop
other,7,hiphop
brotha,5,hiphop
learn,15,hiphop
build,6,hiphop
workshop,2,hiphop
class,5,hiphop
chinatown,4,hiphop
spokan,4,hiphop
london,6,hiphop
tokyo,4,hiphop
houston,4,hiphop
delawar,4,hiphop
dc,4,hiphop
dalla,4,hiphop
slid,2,hiphop
buddi,32,hiphop
wack,13,hiphop
without,13,hiphop
kryptonit,2,hiphop
superman,2,hiphop
cut,24,hiphop
stage,14,hiphop
call,39,hiphop
dynomutt,2,hiphop
phifer,5,hiphop
sloppi,2,hiphop
anonym,2,hiphop
copi,3,hiphop
top,17,hiphop
notch,3,hiphop
le,4,hiphop
sky,7,hiphop
limit,2,hiphop
believ,16,hiphop
floor,15,hiphop
move,50,hiphop
nonbeliev,2,hiphop
brother,67,hiphop
statu,5,hiphop
brave,6,hiphop
yanke,2,hiphop
mad,21,hiphop
phat,2,hiphop
size,6,hiphop
bambi,2,hiphop
wackest,2,hiphop
laugh,7,hiphop
longer,3,hiphop
dc20,2,hiphop
aircraft,2,hiphop
next,31,hiphop
deffer,2,hiphop
garbag,2,hiphop
elsewher,2,hiphop
sc,4,hiphop
maryland,2,hiphop
orlean,2,hiphop
motown,3,hiphop
vatriump,1,hiphop
champion,1,hiphop
callin,4,hiphop
answerin,1,hiphop
dancin,4,hiphop
crash,1,hiphop
soundman,1,hiphop
damagin,1,hiphop
1st,1,hiphop
gener,8,hiphop
bend,3,hiphop
mental,3,hiphop
whisper,1,hiphop
jesu,7,hiphop
sublimin,3,hiphop
scriptur,2,hiphop
threat,1,hiphop
deliver,1,hiphop
bustin,2,hiphop
hole,4,hiphop
hinder,1,hiphop
instrument,1,hiphop
close,12,hiphop
eardrum,2,hiphop
medison,1,hiphop
truth,6,hiphop
syrum,1,hiphop
discu,2,hiphop
immagr,1,hiphop
tryin,8,hiphop
sword,5,hiphop
rusti,1,hiphop
spiritu,3,hiphop
husti,1,hiphop
hungri,2,hiphop
meat,3,hiphop
holi,3,hiphop
fire,11,hiphop
melt,3,hiphop
dopest,2,hiphop
shadow,3,hiphop
locust,3,hiphop
messeng,2,hiphop
chain,6,hiphop
baggi,1,hiphop
denim,1,hiphop
prais,5,hiphop
saviour,1,hiphop
strike,2,hiphop
enemi,11,hiphop
snake,3,hiphop
venom,1,hiphop
frequent,1,hiphop
pharmacist,1,hiphop
due,9,hiphop
fact,10,hiphop
sic,1,hiphop
paramed,1,hiphop
antibiot,1,hiphop
administr,1,hiphop
waitin,3,hiphop
anticip,2,hiphop
happen,33,hiphop
effect,12,hiphop
creation,2,hiphop
strain,3,hiphop
brain,12,hiphop
dose,1,hiphop
pain,7,hiphop
migrain,2,hiphop
much,15,hiphop
sens,3,hiphop
spare,4,hiphop
maintan,1,hiphop
industri,4,hiphop
refrain,1,hiphop
choos,5,hiphop
n,2,hiphop
basslin,1,hiphop
lacer,2,hiphop
nervou,3,hiphop
spoken,1,hiphop
revers,1,hiphop
backward,1,hiphop
opposit,2,hiphop
murder,4,hiphop
design,7,hiphop
reviv,1,hiphop
desigan,1,hiphop
drunken,1,hiphop
spirit,4,hiphop
intox,1,hiphop
self…no,1,hiphop
awesom,1,hiphop
annoint,1,hiphop
activist,1,hiphop
clench,1,hiphop
fist,5,hiphop
write,10,hiphop
activ,1,hiphop
interpret,1,hiphop
propheci,1,hiphop
tongu,3,hiphop
lisp,1,hiphop
ay,1,hiphop
gift,5,hiphop
uplift,2,hiphop
planet,4,hiphop
biblic,1,hiphop
commnad,1,hiphop
earthquak,1,hiphop
warpath,1,hiphop
sensei,1,hiphop
stand,50,hiphop
complet,3,hiphop
mission,10,hiphop
imposs,3,hiphop
dirt,5,hiphop
gc,1,hiphop
remnant,1,hiphop
bretheren,1,hiphop
epsi,1,hiphop
respect,13,hiphop
suffer,3,hiphop
consequ,2,hiphop
plagu,1,hiphop
shade,6,hiphop
spit,7,hiphop
saliva,1,hiphop
thatll,3,hiphop
liva,1,hiphop
entir,2,hiphop
empir,1,hiphop
critic,4,hiphop
acclaim,1,hiphop
recognit,1,hiphop
glori,1,hiphop
messiah,1,hiphop
allow,4,hiphop
cri,12,hiphop
shoulder,1,hiphop
prior,1,hiphop
droppin,5,hiphop
avalanch,1,hiphop
boulder,3,hiphop
solar,1,hiphop
mass,8,hiphop
soldier,5,hiphop
thouht,1,hiphop
hound,3,hiphop
heaven,3,hiphop
severin,1,hiphop
mani,16,hiphop
henchman,1,hiphop
gentleman,2,hiphop
catchin,1,hiphop
bait,1,hiphop
pen,7,hiphop
fisherman,1,hiphop
torch,3,hiphop
dungeon,3,hiphop
devil,5,hiphop
attack,10,hiphop
weaponsbut,1,hiphop
disarm,1,hiphop
amplifi,1,hiphop
rabbi,1,hiphop
injuri,1,hiphop
dust,17,hiphop
corp,1,hiphop
naw,1,hiphop
seriou,5,hiphop
viru,1,hiphop
sssssssssssssss…n,1,hiphop
might,19,hiphop
contagi,1,hiphop
miss,15,hiphop
emce,1,hiphop
gloriou,1,hiphop
pathet,1,hiphop
lash,1,hiphop
limmerick,1,hiphop
deadli,3,hiphop
dynam,1,hiphop
everytim,3,hiphop
divin,4,hiphop
credit,2,hiphop
limerick,1,hiphop
wrong,18,hiphop
risk,2,hiphop
crass,1,hiphop
mention,2,hiphop
awar,4,hiphop
intent,4,hiphop
usurp,1,hiphop
prose,1,hiphop
primari,1,hiphop
bone,8,hiphop
content,1,hiphop
static,3,hiphop
rain,1,hiphop
sucker,10,hiphop
problemat,1,hiphop
switch,7,hiphop
curv,3,hiphop
pitch,2,hiphop
dumb,4,hiphop
ditti,1,hiphop
five,10,hiphop
borough,1,hiphop
stitch,1,hiphop
sweeter,1,hiphop
echo,1,hiphop
plex,1,hiphop
itll,10,hiphop
spin,4,hiphop
hex,1,hiphop
worri,20,hiphop
sooth,6,hiphop
read,11,hiphop
post,1,hiphop
daili,1,hiphop
news,11,hiphop
listen,31,hiphop
show,28,hiphop
improv,1,hiphop
heroin,1,hiphop
six,10,hiphop
power,52,hiphop
control,20,hiphop
tower,1,hiphop
afraid,2,hiphop
negoti,2,hiphop
negotiatewhat,1,hiphop
fab,2,hiphop
huh,18,hiphop
te,4,hiphop
trackmast,3,hiphop
look,157,hiphop
shop,4,hiphop
fifth,2,hiphop
fendi,2,hiphop
fur,2,hiphop
tight,7,hiphop
chip,4,hiphop
splurg,2,hiphop
vs2,2,hiphop
clariti,2,hiphop
aight,5,hiphop
play,49,hiphop
block,16,hiphop
clock,7,hiphop
pedal,6,hiphop
lane,3,hiphop
dro,2,hiphop
wit,55,hiphop
hash,2,hiphop
hustl,2,hiphop
cash,5,hiphop
spoil,2,hiphop
pump,8,hiphop
bullshit,7,hiphop
jewel,4,hiphop
jux,2,hiphop
chanel,2,hiphop
bag,9,hiphop
bought,3,hiphop
booster,2,hiphop
introduc,2,hiphop
feisti,2,hiphop
fight,56,hiphop
gon,52,hiphop
sick,12,hiphop
part,5,hiphop
excit,2,hiphop
though,15,hiphop
seem,14,hiphop
lace,9,hiphop
money,19,hiphop
ayo,5,hiphop
treat,12,hiphop
special,7,hiphop
tie,3,hiphop
